t,sx,sy,valid,aoi
12716,,,0,invalid
12733,498.54,422.181,1,am_a1body
12749,488.905,390.29,1,am_activity
12766,480.318,337.322,1,am_distractors
12783,518.957,257.099,1,am_distractors
12799,582.692,231.75,1,am_a1body
12816,537.701,314.664,1,am_distractors
12833,617.912,326.187,1,am_activity
12849,586.546,366.12,1,am_activity
12866,593.49,327.866,1,am_a1body
12883,614.052,260.992,1,am_activity
12899,712.447,209.095,1,am_bg
12916,690.62,204.967,1,am_activity
12933,618.301,120.213,1,am_a1body
12949,678.289,77.432,1,am_bg
12966,644.746,52.51,1,am_bg
12983,630.192,-3.631,1,offscreen
12999,585.202,-93.891,1,offscreen
13016,570.764,-81.58,1,offscreen
13033,536.939,-79.63,1,offscreen
13049,564.165,-46.52,1,offscreen
13066,567.417,-93.715,1,offscreen
13083,540.005,-61.417,1,offscreen
13099,580.089,3.58,1,am_distractors
13116,590.352,14.725,1,am_activity
13133,516.049,-11.198,1,offscreen
13149,553.067,-5.032,1,offscreen
13166,560.508,-32.989,1,offscreen
13183,616.485,-68.022,1,offscreen
13199,621.473,-38.983,1,offscreen
13216,589.606,-44.893,1,offscreen
13233,581.383,6.326,1,am_a1body
13249,613.741,-12.478,1,offscreen
13266,582.719,-26.978,1,offscreen
13283,564.997,-51.056,1,offscreen
13299,556.074,-98.665,1,offscreen
13316,509.812,-64.051,1,offscreen
13333,479.37,28.845,1,am_distractors
13349,486.315,12.6,1,am_distractors
13366,534.715,-16.322,1,offscreen
13383,547.48,-48.0,1,offscreen
13399,545.634,-76.89,1,offscreen
13416,512.175,-6.771,1,offscreen
13433,556.255,-37.308,1,offscreen
13449,573.704,-62.182,1,offscreen
13466,,,0,invalid
13483,581.429,-102.419,1,offscreen
13499,603.952,-105.276,1,offscreen
13516,571.207,-153.608,1,offscreen
13533,567.127,-191.555,1,offscreen
13549,,,0,invalid
13566,653.292,-125.013,1,offscreen
13583,674.695,-120.691,1,offscreen
13599,682.212,-116.2,1,offscreen
13616,701.237,-56.927,1,offscreen
13633,756.748,-101.35,1,offscreen
13649,753.392,-118.197,1,offscreen
13666,729.648,-125.379,1,offscreen
13683,763.631,-198.531,1,offscreen
13699,756.589,-237.468,1,offscreen
13716,713.526,-192.983,1,offscreen
13733,662.622,-160.673,1,offscreen
13749,724.177,-120.846,1,offscreen
13766,729.475,-145.883,1,offscreen
13783,705.745,-165.676,1,offscreen
13799,696.313,-241.672,1,offscreen
13816,728.813,-202.063,1,offscreen
13833,717.003,-155.454,1,offscreen
13849,658.664,-109.385,1,offscreen
13866,671.779,-41.209,1,offscreen
13883,720.415,-23.269,1,offscreen
13899,766.359,42.901,1,am_activity
13916,743.846,34.381,1,am_activity
13933,794.93,-40.72,1,offscreen
13949,803.502,-4.138,1,offscreen
13966,853.458,-80.806,1,offscreen
13983,876.549,-73.572,1,offscreen
13999,815.304,-32.969,1,offscreen
14016,885.611,-19.188,1,offscreen
14033,887.695,77.641,1,am_a1body
14049,910.911,-5.914,1,offscreen
14066,856.813,-9.436,1,offscreen
14083,877.152,-8.694,1,offscreen
14099,921.545,-65.82,1,offscreen
14116,999.442,-114.856,1,offscreen
14133,1055.808,-150.775,1,offscreen
14149,1078.115,-197.512,1,offscreen
14166,1015.954,-202.102,1,offscreen
14183,1021.278,-227.729,1,offscreen
14199,997.43,-214.217,1,offscreen
14216,1006.888,-186.615,1,offscreen
14233,957.931,-161.889,1,offscreen
14249,949.471,-179.32,1,offscreen
14266,928.655,-167.229,1,offscreen
14283,906.591,-123.235,1,offscreen
14299,884.927,-104.297,1,offscreen
14316,879.459,-25.288,1,offscreen
14333,890.978,16.456,1,am_distractors
14349,790.414,89.491,1,am_a1body
14366,,,0,invalid
14383,681.13,-12.328,1,offscreen
14399,673.17,-26.096,1,offscreen
14416,680.782,-31.408,1,offscreen
14433,651.493,-65.62,1,offscreen
14449,651.874,-48.781,1,offscreen
14466,656.966,-125.639,1,offscreen
14483,627.4,-108.492,1,offscreen
14499,668.192,-141.291,1,offscreen
14516,675.316,-162.558,1,offscreen
14533,697.331,-143.921,1,offscreen
14549,700.102,-140.573,1,offscreen
14566,784.775,-95.78,1,offscreen
14583,808.78,-136.985,1,offscreen
14599,789.138,-140.415,1,offscreen
14616,822.182,-102.641,1,offscreen
14633,756.268,-87.289,1,offscreen
14649,761.082,-69.201,1,offscreen
14666,773.928,-22.108,1,offscreen
14683,779.202,-39.373,1,offscreen
14699,,,0,invalid
14716,725.023,-41.113,1,offscreen
14733,693.252,-47.464,1,offscreen
14749,697.361,0.231,1,am_distractors
14766,652.542,15.947,1,am_distractors
14783,723.791,-10.546,1,offscreen
14799,617.495,3.836,1,am_distractors
14816,604.476,-34.53,1,offscreen
14833,608.92,5.716,1,am_activity
14849,629.343,-53.665,1,offscreen
14866,592.477,-1.726,1,offscreen
14883,638.133,11.912,1,am_distractors
14899,582.031,4.918,1,am_distractors
14916,,,0,invalid
14933,584.229,59.093,1,am_distractors
14949,626.097,115.636,1,am_bg
14966,569.586,171.783,1,am_activity
14983,676.049,186.756,1,am_bg
14999,639.925,149.704,1,am_activity
